srr	bigwig	tfit	mdscore	keyword	organism	tissue	general_celltype	specific_celltype	treatment_code	treated_or_like_treated	experiment_type	sample_name
SRR579336	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_10min	yes	GRO-seq	SRZ579335
SRR579337	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_10min	yes	GRO-seq	SRZ579335
SRR579338	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_10min	yes	GRO-seq	SRZ579335
SRR579339	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_10min	yes	GRO-seq	SRZ579335
SRR579340	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_10min	yes	GRO-seq	SRZ579335
SRR579341	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_10min	yes	GRO-seq	SRZ579335
SRR579342	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_10min	yes	GRO-seq	SRZ579342
SRR579343	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_10min	yes	GRO-seq	SRZ579342
SRR579344	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_10min	yes	GRO-seq	SRZ579342
SRR579345	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_10min	yes	GRO-seq	SRZ579342
SRR579346	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_10min	yes	GRO-seq	SRZ579342
SRR579347	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_25min	yes	GRO-seq	SRZ579347
SRR579348	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_25min	yes	GRO-seq	SRZ579347
SRR579349	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_25min	yes	GRO-seq	SRZ579347
SRR579350	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_25min	yes	GRO-seq	SRZ579347
SRR579351	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_25min	yes	GRO-seq	SRZ579347
SRR579352	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_25min	yes	GRO-seq	SRZ579347
SRR579353	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_25min	yes	GRO-seq	SRZ579353
SRR579354	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_25min	yes	GRO-seq	SRZ579353
SRR579355	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_25min	yes	GRO-seq	SRZ579353
SRR579356	1	0	0	Danko2013	human	breast_cancer	MCF7	MCF7	E2_25min	yes	GRO-seq	SRZ579353
SRR579357	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_25min	yes	GRO-seq	SRZ579353
SRR579358	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_25min	yes	GRO-seq	SRZ579353
SRR579359	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_25min	yes	GRO-seq	SRZ579353
SRR579360	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_40min	yes	GRO-seq	SRZ579360
SRR579361	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_40min	yes	GRO-seq	SRZ579360
SRR579362	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_40min	yes	GRO-seq	SRZ579360
SRR579363	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_40min	yes	GRO-seq	SRZ579360
SRR579364	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_40min	yes	GRO-seq	SRZ579364
SRR579365	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_40min	yes	GRO-seq	SRZ579364
SRR579366	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_40min	yes	GRO-seq	SRZ579364
SRR579367	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_40min	yes	GRO-seq	SRZ579364
SRR579368	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_40min	yes	GRO-seq	SRZ579364
SRR579369	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_40min	yes	GRO-seq	SRZ579364
SRR579370	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_40min	yes	GRO-seq	SRZ579370
SRR579371	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_40min	yes	GRO-seq	SRZ579370
SRR579372	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_40min	yes	GRO-seq	SRZ579370
SRR579373	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_40min	yes	GRO-seq	SRZ579370
SRR579374	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_40min	yes	GRO-seq	SRZ579370
SRR579375	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_40min	yes	GRO-seq	SRZ579370
SRR579376	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_40min	yes	GRO-seq	SRZ579370
SRR579377	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_40min	yes	GRO-seq	SRZ579370
SRR579378	1	1	1	Danko2013	human	breast_cancer	MCF7	MCF7	E2_40min	yes	GRO-seq	SRZ579370
SRR620530	1	1	1	Hu2012	human	Myeloid	Macrophage	Ntera2_hESCs	vehicle	no	GRO-seq	SRR620530
SRR620531	1	1	1	Hu2012	human	Myeloid	Macrophage	Ntera2_hESCs	RA_2day	yes	GRO-seq	SRR620531
SRR639050	1	1	1	Jin2013	human	lung	fetal_lung	IMR90	vehicle	no	GRO-seq	SRR639050
SRR639051	1	1	1	Jin2013	human	lung	fetal_lung	IMR90	TNFa_60min	yes	GRO-seq	SRR639051
SRR653421	1	1	1	Hah2013	human	breast_cancer	MCF7	MCF7	vehicle	no	GRO-seq	SRM497904
SRR653422	1	1	1	Hah2013	human	breast_cancer	MCF7	MCF7	vehicle	no	GRO-seq	SRM497907
SRR653423	1	1	1	Hah2013	human	breast_cancer	MCF7	MCF7	E2_10min	yes	GRO-seq	SRM497911
SRR653424	1	1	1	Hah2013	human	breast_cancer	MCF7	MCF7	E2_10min	yes	GRO-seq	SRM497912
SRR653425	1	1	1	Hah2013	human	breast_cancer	MCF7	MCF7	E2_40min	yes	GRO-seq	SRM497914
SRR653426	1	1	1	Hah2013	human	breast_cancer	MCF7	MCF7	E2_40min	yes	GRO-seq	SRM497917
SRR816998	1	1	1	Li2013	human	breast_cancer	MCF7	MCF7	E2_1hr	yes	GRO-seq	SRR816998
SRR816999	1	1	1	Li2013	human	breast_cancer	MCF7	MCF7	E2_1hr	yes	GRO-seq	SRR816999
SRR817000	1	1	1	Li2013	human	breast_cancer	MCF7	MCF7	Etoh_1hr	yes	GRO-seq	SRR817000
SRR817001	1	1	1	Li2013	human	breast_cancer	MCF7	MCF7	Etoh_1hr	yes	GRO-seq	SRR817001
SRR817002	1	1	1	Li2013	human	breast_cancer	MCF7	MCF7	siSMC3_E2_1hr	yes	GRO-seq	SRR817002
SRR817003	1	1	1	Li2013	human	breast_cancer	MCF7	MCF7	siSMC3_EtOH	yes	GRO-seq	SRR817003
SRR828695	1	0	1	Galbraith2013	human	colorectal_cancer	HCT116	HCT116	DMSO_1hr	no	GRO-seq	SRR828695
SRR828696	1	0	1	Galbraith2013	human	colorectal_cancer	HCT116	HCT116	DMSO_1hr	no	GRO-seq	SRR828696
SRR828729	1	0	1	Galbraith2013	human	colorectal_cancer	HCT116	HCT116	DMSO_1hr	no	GRO-seq	SRR828729
SRR892016	1	1	1	Yang2013	human	prostate_cancer	LNCap	LNCaP	siCTL_minusDHT_hs2612	yes	GRO-seq	SRR892016
SRR892017	1	1	1	Yang2013	human	prostate_cancer	LNCap	LNCaP	siCTL_DHT_hs2612	yes	GRO-seq	SRR892017
SRR892018	1	1	1	Yang2013	human	prostate_cancer	LNCap	LNCaP	siPYGO2_minusDHT_hs2612	yes	GRO-seq	SRR892018
SRR892019	1	1	1	Yang2013	human	prostate_cancer	LNCap	LNCaP	siPYGO2_plusDHT_hs2612	yes	GRO-seq	SRR892019
SRR892025	1	1	1	Yang2013	human	prostate_cancer	LNCap	LNCaP	minusDHT_ASO_CTL_hs1517	yes	GRO-seq	SRR892025
SRR892026	1	1	1	Yang2013	human	prostate_cancer	LNCap	LNCaP	minusDHT_PCGEM1_hs1514	yes	GRO-seq	SRR892026
SRR892027	1	1	1	Yang2013	human	prostate_cancer	LNCap	LNCaP	minusDHT_ASO_PRNCR1_hs1517	yes	GRO-seq	SRR892027
SRR892028	1	1	1	Yang2013	human	prostate_cancer	LNCap	LNCaP	plusDHT_ASO_CTL_hs1517	yes	GRO-seq	SRR892028
SRR892029	1	1	1	Yang2013	human	prostate_cancer	LNCap	LNCaP	plusDHT_ASO_PCGEM1_hs1514	yes	GRO-seq	SRR892029
SRR892030	1	1	1	Yang2013	human	prostate_cancer	LNCap	LNCaP	plusDHT_ASO_PRNCR1_hs1517	yes	GRO-seq	SRR892030
SRR915731	1	1	1	Le2013	human	breast_cancer	MCF7	MCF7/C4_12/Flag.ER_	vehicle	yes	GRO-seq	SRR915731
SRR915732	1	1	1	Le2013	human	breast_cancer	MCF7	MCF7/C4_12/Flag.ER_	vehicle	yes	GRO-seq	SRR915732
SRR915733	1	1	1	Le2013	human	breast_cancer	MCF7	MCF7/C4_12/Flag.ER_	E2_1hr	yes	GRO-seq	SRR915733
SRR915734	1	1	1	Le2013	human	breast_cancer	MCF7	MCF7/C4_12/Flag.ER_	E2_2hr	yes	GRO-seq	SRR915734
SRR942404	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_15_KD	Doxycycline_0min	yes	GRO-seq	SRZ942404
SRR942405	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_15_KD	Doxycycline_0min	yes	GRO-seq	SRZ942404
SRR942406	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_15_KD	Doxycycline_0min	yes	GRO-seq	SRZ942404
SRR942407	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_15_KD	Doxycycline_10min	yes	GRO-seq	SRZ942407
SRR942408	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_15_KD	Doxycycline_10min	yes	GRO-seq	SRZ942407
SRR942409	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_15_KD	Doxycycline_10min	yes	GRO-seq	SRZ942407
SRR942410	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_15_KD	Doxycycline_25min	yes	GRO-seq	SRZ942410
SRR942411	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_15_KD	Doxycycline_25min	yes	GRO-seq	SRZ942410
SRR942412	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_15_KD	Doxycycline_25min	yes	GRO-seq	SRZ942410
SRR942413	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_15_KD	Doxycycline_40min	yes	GRO-seq	SRZ942413
SRR942414	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_15_KD	Doxycycline_40min	yes	GRO-seq	SRZ942413
SRR942415	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_15_WT	Doxycycline_0min	yes	GRO-seq	SRZ942415
SRR942416	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_15_WT	Doxycycline_0min	yes	GRO-seq	SRZ942415
SRR942417	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_15_WT	Doxycycline_0min	yes	GRO-seq	SRZ942415
SRR942418	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_15_WT	Doxycycline_10min	yes	GRO-seq	SRZ942418
SRR942419	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_15_WT	Doxycycline_10min	yes	GRO-seq	SRZ942418
SRR942420	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_15_WT	Doxycycline_10min	yes	GRO-seq	SRZ942418
SRR942421	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_15_WT	Doxycycline_25min	yes	GRO-seq	SRZ942421
SRR942422	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_15_WT	Doxycycline_25min	yes	GRO-seq	SRZ942421
SRR942423	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_15_WT	Doxycycline_40min	yes	GRO-seq	SRZ942423
SRR942424	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_15_WT	Doxycycline_40min	yes	GRO-seq	SRZ942423
SRR942425	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_KD	Doxycycline_0min	yes	GRO-seq	SRZ942425
SRR942426	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_KD	Doxycycline_0min	yes	GRO-seq	SRZ942425
SRR942427	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_KD	Doxycycline_0min	yes	GRO-seq	SRZ942425
SRR942428	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_KD	Doxycycline_0min	yes	GRO-seq	SRZ942425
SRR942429	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_KD	Doxycycline_10min	yes	GRO-seq	SRZ942429
SRR942430	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_KD	Doxycycline_10min	yes	GRO-seq	SRZ942429
SRR942431	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_KD	Doxycycline_10min	yes	GRO-seq	SRZ942429
SRR942432	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_KD	Doxycycline_10min	yes	GRO-seq	SRZ942429
SRR942433	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_KD	Doxycycline_25min	yes	GRO-seq	SRZ942433
SRR942434	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_KD	Doxycycline_25min	yes	GRO-seq	SRZ942433
SRR942435	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_KD	Doxycycline_25min	yes	GRO-seq	SRZ942433
SRR942436	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_KD	Doxycycline_40min	yes	GRO-seq	SRZ942436
SRR942437	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_KD	Doxycycline_40min	yes	GRO-seq	SRZ942436
SRR942438	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_KD	Doxycycline_40min	yes	GRO-seq	SRZ942436
SRR942439	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_WT	Doxycycline_0min	yes	GRO-seq	SRZ942439
SRR942440	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_WT	Doxycycline_0min	yes	GRO-seq	SRZ942439
SRR942441	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_WT	Doxycycline_0min	yes	GRO-seq	SRZ942439
SRR942442	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_WT	Doxycycline_0min	yes	GRO-seq	SRZ942439
SRR942443	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_WT	Doxycycline_10min	yes	GRO-seq	SRZ942443
SRR942444	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_WT	Doxycycline_10min	yes	GRO-seq	SRZ942443
SRR942445	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_WT	Doxycycline_10min	yes	GRO-seq	SRZ942443
SRR942446	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_WT	Doxycycline_25min	yes	GRO-seq	SRZ942446
SRR942447	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_WT	Doxycycline_25min	yes	GRO-seq	SRZ942446
SRR942448	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_WT	Doxycycline_25min	yes	GRO-seq	SRZ942446
SRR942449	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_WT	Doxycycline_40min	yes	GRO-seq	SRZ942449
SRR942450	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_WT	Doxycycline_40min	yes	GRO-seq	SRZ942449
SRR942451	1	1	1	Saponaro2014	human	Embryonic_Kidney	HEK293	HEK293T-rex_18_WT	Doxycycline_40min	yes	GRO-seq	SRZ942449
bigwig	tfit	mdscore	keyword	organism	tissue	general_celltype	specific_celltype	treatment_code	treated_or_like_treated	experiment_type		
SRR065240	1	1	1	Escoubet-Lozach2011	mouse	Myeloid	Macrophage	ThioMac	none	no	GRO-seq	SRR065240
SRR065241	1	1	1	Escoubet-Lozach2011	mouse	Myeloid	Macrophage	ThioMac	KLA_1h	yes	GRO-seq	SRR065241
SRR091798	1	1	1	Ji2011	mouse	muscle	C2C12	C2C12	none	no	GRO-seq	SRR091798
SRR097854	1	1	1	Min2011	mouse	ESC	ESC	ESC	na	no	GRO-seq	SRZ097854
SRR097855	1	1	1	Min2011	mouse	ESC	ESC	ESC	na	no	GRO-seq	SRZ097854
SRR097856	1	1	1	Min2011	mouse	ESC	ESC	ESC	na	no	GRO-seq	SRZ097854
SRR097857	1	1	1	Min2011	mouse	ESC	ESC	ESC	na	no	GRO-seq	SRZ097854
SRR097858	1	1	1	Min2011	mouse	ESC	ESC	ESC	na	no	GRO-seq	SRZ097858
SRR097859	1	1	1	Min2011	mouse	ESC	ESC	ESC	na	no	GRO-seq	SRZ097858
SRR097860	1	1	1	Min2011	mouse	ESC	ESC	ESC	na	no	GRO-seq	SRZ097858
SRR097861	1	1	1	Min2011	mouse	ESC	ESC	ESC	na	no	GRO-seq	SRZ097858
SRR097862	1	1	1	Min2011	mouse	ESC	ESC	ESC	na	no	GRO-seq	SRR097862
SRR097863	1	1	1	Min2011	mouse	embryonic_fibroblast	MEF	MEF	na	no	GRO-seq	SRR097863
SRR097864	1	1	1	Min2011	mouse	embryonic_fibroblast	MEF	MEF	na	no	GRO-seq	SRR097864
SRR1233867	1	1	1	Step2014	mouse	fat	adipocyte	3T3-L1_adipocyte	none	no	GRO-seq	SRR1233867
SRR1233868	1	1	1	Step2014	mouse	fat	adipocyte	3T3-L1_adipocyte	Biomol-DMSO_10min	yes	GRO-seq	SRR1233868
SRR1233869	1	1	1	Step2014	mouse	fat	adipocyte	3T3-L1_adipocyte	Biomol-DMSO_30min	yes	GRO-seq	SRR1233869
SRR1233870	1	1	1	Step2014	mouse	fat	adipocyte	3T3-L1_adipocyte	Biomol-DMSO_1hr	yes	GRO-seq	SRR1233870
SRR1233871	1	1	1	Step2014	mouse	fat	adipocyte	3T3-L1_adipocyte	Biomol-DMSO_3hr	yes	GRO-seq	SRR1233871
SRR1233872	1	1	1	Step2014	mouse	fat	adipocyte	3T3-L1_adipocyte	none	no	GRO-seq	SRR1233872
SRR1233873	1	1	1	Step2014	mouse	fat	adipocyte	3T3-L1_adipocyte	Biomol-DMSO_10min	yes	GRO-seq	SRR1233873
SRR1233874	1	1	1	Step2014	mouse	fat	adipocyte	3T3-L1_adipocyte	Biomol-DMSO_30min	yes	GRO-seq	SRR1233874
SRR1233875	1	1	1	Step2014	mouse	fat	adipocyte	3T3-L1_adipocyte	Biomol-DMSO_1hr	yes	GRO-seq	SRR1233875
SRR1233876	1	1	1	Step2014	mouse	fat	adipocyte	3T3-L1_adipocyte	Biomol-DMSO_3hr	yes	GRO-seq	SRR1233876
SRR1297231	1	0	1	Wei2015	mouse	heart	heart(BlackSwiss)	BlackSwiss	none	no	GRO-seq	SRR1297231
SRR1297232	1	0	1	Wei2015	mouse	heart	heart(BlackSwiss)	BlackSwiss_RBFox2-KO	none	no	GRO-seq	SRR1297232
SRR1297233	1	0	1	Wei2015	mouse	fibroblast	MEF	MEF	none	no	GRO-seq	SRR1297233
SRR1297234	1	0	1	Wei2015	mouse	fibroblast	MEF	MEF	none	no	GRO-seq	SRR1297234
SRR1297235	1	0	1	Wei2015	mouse	fibroblast	MEF	MEF	siRBFox2	yes	GRO-seq	SRR1297235
SRR1297236	1	0	1	Wei2015	mouse	fibroblast	MEF	MEF	siRBFox2	yes	GRO-seq	SRR1297236
SRR1297237	1	0	1	Wei2015	mouse	fibroblast	MEF	MEF	siSUZ12	yes	GRO-seq	SRR1297237
SRR1297238	1	0	1	Wei2015	mouse	fibroblast	MEF	MEF	siSUZ12	yes	GRO-seq	SRR1297238
SRR1482436	1	0	0	Williams2015	mouse	ESC	C2	C2	none	no	GRO-seq	SRZ1482436
SRR1482437	1	0	0	Williams2015	mouse	ESC	C2	C2	none	no	GRO-seq	SRZ1482436
SRR1482438	1	0	0	Williams2015	mouse	ESC	C2	C2	none	no	GRO-seq	SRZ1482436
SRR1482439	1	0	0	Williams2015	mouse	ESC	C2	C2	none	no	GRO-seq	SRZ1482436
SRR1482440	1	0	0	Williams2015	mouse	ESC	C2	C2	none	no	GRO-seq	SRZ1482436
SRR1482441	1	0	0	Williams2015	mouse	ESC	C2	C2	none	no	GRO-seq	SRZ1482441
SRR1482442	1	0	0	Williams2015	mouse	ESC	C2	C2	none	no	GRO-seq	SRZ1482441
SRR1482443	1	0	1	Williams2015	mouse	ESC	C2	C2	none	no	GRO-seq	SRZ1482441
SRR1482444	1	0	1	Williams2015	mouse	ESC	C2	C2	none	no	GRO-seq	SRZ1482441
SRR1517780	1	1	1	Fang2014	mouse	Liver	Liver(C57BL/6)	Liver	zt_1hr	no	GRO-seq	SRR1517780
SRR1517781	1	1	1	Fang2014	mouse	Liver	Liver(C57BL/6)	Liver	zt_4hr	no	GRO-seq	SRR1517781
SRR1517782	1	1	1	Fang2014	mouse	Liver	Liver(C57BL/6)	Liver	zt_7hr	no	GRO-seq	SRR1517782
SRR1517783	1	1	1	Fang2014	mouse	Liver	Liver(C57BL/6)	Liver	zt_10hr	no	GRO-seq	SRR1517783
SRR1517784	1	1	1	Fang2014	mouse	Liver	Liver(C57BL/6)	Liver	zt_13hr	no	GRO-seq	SRR1517784
SRR1517785	1	1	1	Fang2014	mouse	Liver	Liver(C57BL/6)	Liver	zt_16hr	no	GRO-seq	SRR1517785
SRR1517786	1	1	1	Fang2014	mouse	Liver	Liver(C57BL/6)	Liver	zt_19hr	no	GRO-seq	SRR1517786
SRR1517787	1	1	1	Fang2014	mouse	Liver	Liver(C57BL/6)	Liver	zt_22hr	no	GRO-seq	SRR1517787
SRR1517788	1	1	1	Fang2014	mouse	Liver	Liver(C57BL/6)	Liver	zt_10hr	no	GRO-seq	SRR1517788
SRR1517789	1	1	1	Fang2014	mouse	Liver	Liver(C57BL/6)	Liver	zt_22hr	no	GRO-seq	SRR1517789
SRR1517790	1	1	1	Fang2014	mouse	Liver	Liver(C57BL/6)	Liver_Rev-erba-wt	zt_10hr	no	GRO-seq	SRR1517790
SRR1517791	1	1	1	Fang2014	mouse	Liver	Liver(C57BL/6)	Liver_Rev-erba-KO	zt_10hr	yes	GRO-seq	SRR1517791
SRR1560531	1	1	1	Hah2015	mouse	Myeloid	Macrophage	bone_marrow_macrophage	none	no	GRO-seq	SRR1560531
SRR1560532	1	1	1	Hah2015	mouse	Myeloid	Macrophage	bone_marrow_macrophage	none	no	GRO-seq	SRR1560532
SRR1560533	1	1	1	Hah2015	mouse	Myeloid	Macrophage	bone_marrow_macrophage	LPS_20min	yes	GRO-seq	SRR1560533
SRR1560534	1	1	1	Hah2015	mouse	Myeloid	Macrophage	bone_marrow_macrophage	LPS_20min	yes	GRO-seq	SRR1560534
SRR1560535	1	1	1	Hah2015	mouse	Myeloid	Macrophage	bone_marrow_macrophage	LPS_60min	yes	GRO-seq	SRR1560535
SRR1560536	1	1	1	Hah2015	mouse	Myeloid	Macrophage	bone_marrow_macrophage	LPS_60min	yes	GRO-seq	SRR1560536
SRR1560537	1	1	1	Hah2015	mouse	Myeloid	Macrophage	bone_marrow_macrophage	LPS_180min	yes	GRO-seq	SRR1560537
SRR1560538	1	1	1	Hah2015	mouse	Myeloid	Macrophage	bone_marrow_macrophage	LPS_180min	yes	GRO-seq	SRR1560538
SRR1611829	1	1	1	Meng2014b	mouse	Myeloid	B-cell	naiveB	none	no	GRO-seq	SRR1611829
SRR1611830	1	1	1	Meng2014b	mouse	Myeloid	B-cell	naiveB	none	no	GRO-seq	SRR1611830
SRR1611831	1	1	1	Meng2014b	mouse	Myeloid	B-cell	naiveB	none	no	GRO-seq	SRR1611831
SRR1611832	1	1	1	Meng2014b	mouse	Myeloid	B-cell	GC_B-cell	none	no	GRO-seq	SRR1611832
SRR1611833	1	1	1	Meng2014b	mouse	Myeloid	B-cell	GC_B-cell	none	no	GRO-seq	SRR1611833
SRR1611834	1	1	1	Meng2014b	mouse	Myeloid	B-cell	GC_B-cell	none	no	GRO-seq	SRR1611834
SRR1611835	1	1	1	Meng2014b	mouse	Myeloid	B-cell	naiveB	CSR-Act_B_60hr	yes	GRO-seq	SRR1611835
SRR1611836	1	1	1	Meng2014b	mouse	Myeloid	B-cell	naiveB	CSR-Act_B_60hr	yes	GRO-seq	SRR1611836
SRR1611837	1	1	1	Meng2014b	mouse	Myeloid	B-cell	naiveB	CSR-Act_B_60hr	yes	GRO-seq	SRR1611837
SRR1611838	1	1	1	Meng2014b	mouse	embryonic_fibroblast	MEF	MEF	none	no	GRO-seq	SRR1611838
SRR1611839	1	1	1	Meng2014b	mouse	embryonic_fibroblast	MEF	MEF	none	no	GRO-seq	SRR1611839
SRR1652068	1	0	0	Wang2015c	mouse	cortical_neurons	cortical_neurons	LSD1n_WT_hs82l1	control	no	GRO-seq	SRR1652068
SRR1652069	1	0	0	Wang2015c	mouse	cortical_neurons	cortical_neurons	LSD1n_WT_hs82l1	KCL_1hr	yes	GRO-seq	SRR1652069
SRR1652070	1	0	0	Wang2015c	mouse	cortical_neurons	cortical_neurons	LSD1n_WT_hs82l1	KCL_3hr	yes	GRO-seq	SRR1652070
SRR1652071	1	0	0	Wang2015c	mouse	cortical_neurons	cortical_neurons	LSD1n_KO_hs82l1	control	no	GRO-seq	SRR1652071
SRR1652072	1	0	0	Wang2015c	mouse	cortical_neurons	cortical_neurons	LSD1n_KO_hs82l1	KCL_1hr	yes	GRO-seq	SRR1652072
SRR1652073	1	0	0	Wang2015c	mouse	cortical_neurons	cortical_neurons	LSD1n_KO_hs82l1	KCL_3hr	yes	GRO-seq	SRR1652073
SRR1652074	1	0	0	Wang2015c	mouse	cortical_neurons	cortical_neurons	LSD1n_WT_hs43|4	control	no	GRO-seq	SRR1652074
SRR1652075	1	0	0	Wang2015c	mouse	cortical_neurons	cortical_neurons	LSD1n_WT_hs43|4	KCl_1hr	yes	GRO-seq	SRR1652075
SRR1652076	1	0	0	Wang2015c	mouse	cortical_neurons	cortical_neurons	LSD1n_KO_hs43|4	control	no	GRO-seq	SRR1652076
SRR1652077	1	0	0	Wang2015c	mouse	cortical_neurons	cortical_neurons	LSD1n_KO_hs43|3	KCL_1hr	yes	GRO-seq	SRR1652077
